648201514,lemonade-hq/traf,https://github.com/lemonade-hq/traf,TypeScript,MIT License,"['monorepo', 'monorepos', 'nx', 'nx-workspace']",Organization,Find truly affected packages in monorepos,126,4,2023-06-01T12:36:14Z,2023-07-03T08:21:28Z,"[{'login': 'EladBezalel', 'contributions': 12}, {'login': 'ShayDavidson', 'contributions': 1}, {'login': 'mamatsunami', 'contributions': 1}, {'login': 'dependabot[bot]', 'contributions': 1}, {'login': 'raz-ezra-lmnd', 'contributions': 1}]","{'TypeScript': 99.61182622687048, 'JavaScript': 0.38817377312952533}"
647997028,Frichetten/aws-api-models,https://github.com/Frichetten/aws-api-models,Python,Other,[],User,A collection of documented and undocumented AWS API models,113,12,2023-06-01T01:38:03Z,2023-07-09T16:07:12Z,"[{'login': 'Frichetten', 'contributions': 7}]",{'Python': 100.0}
648040825,ribru17/bamboo.nvim,https://github.com/ribru17/bamboo.nvim,Lua,Other,"['dark-theme', 'konsole-color-schemes', 'lua', 'neovim', 'neovim-theme', 'treesitter', 'wezterm-colorscheme']",User,Warm Green Theme for Neovim and Beyond,108,3,2023-06-01T04:44:26Z,2023-07-06T12:16:32Z,"[{'login': 'ribru17', 'contributions': 33}, {'login': 'nadir-yttrium', 'contributions': 2}]",{'Lua': 100.0}
648262772,DYZhang09/SAM3D,https://github.com/DYZhang09/SAM3D,Python,,[],User,SAM3D: Zero-Shot 3D Object Detection via Segment Anything Model,107,6,2023-06-01T15:06:07Z,2023-07-10T03:02:08Z,"[{'login': 'DYZhang09', 'contributions': 6}, {'login': 'dk-liang', 'contributions': 1}]","{'Python': 98.96744120347482, 'Shell': 1.0325587965251783}"
648167919,kono-dada/VN-ChatGPT-Translator,https://github.com/kono-dada/VN-ChatGPT-Translator,Python,,[],User,,105,14,2023-06-01T11:05:20Z,2023-07-09T09:23:01Z,"[{'login': 'kono-dada', 'contributions': 10}]",{'Python': 100.0}
648149783,Touch-Sun/t-dispatch,https://github.com/Touch-Sun/t-dispatch,Java,MIT License,[],User,T - 调度⏱️一款开发迅速、学习简单、轻量级、易扩展分布式任务调度平台,102,3,2023-06-01T10:14:07Z,2023-07-09T03:28:47Z,"[{'login': 'Touch-Sun', 'contributions': 16}, {'login': 'eisuto', 'contributions': 2}]","{'Java': 99.67374193875996, 'Dockerfile': 0.32625806124003454}"
648238647,ygtxr1997/CelebBasis,https://github.com/ygtxr1997/CelebBasis,Jupyter Notebook,MIT License,[],User,Official Implementation of 'Inserting Anybody in Diffusion Models via Celeb Basis',101,3,2023-06-01T14:07:00Z,2023-07-09T08:37:21Z,"[{'login': 'vinthony', 'contributions': 6}, {'login': 'ygtxr1997', 'contributions': 2}]","{'Jupyter Notebook': 81.1127086649467, 'Python': 18.30884812653715, 'Shell': 0.35283111398182704, 'Cython': 0.1243422562881086, 'Cuda': 0.09843195026465248, 'C++': 0.0028378879815638353}"
648186288,mzbac/qlora-fine-tune,https://github.com/mzbac/qlora-fine-tune,Python,,[],User,,87,12,2023-06-01T11:55:32Z,2023-07-09T00:52:51Z,"[{'login': 'mzbac', 'contributions': 3}]",{'Python': 100.0}
648294357,keygen-sh/typed_params,https://github.com/keygen-sh/typed_params,Ruby,MIT License,[],Organization,An alternative to Rails strong_parameters. Define structured and strongly-typed parameter schemas for your Rails controllers.,86,0,2023-06-01T16:28:47Z,2023-07-08T10:29:42Z,"[{'login': 'ezekg', 'contributions': 39}]","{'Ruby': 97.21188020380266, 'HTML': 2.775692804771965, 'CSS': 0.012426991425375917}"
647992261,fwdcloudsec/known_aws_accounts,https://github.com/fwdcloudsec/known_aws_accounts,,Apache License 2.0,[],Organization,List of known AWS accounts,77,10,2023-06-01T01:17:10Z,2023-07-04T23:06:45Z,"[{'login': '0xdabbad00', 'contributions': 17}, {'login': 'ramimac', 'contributions': 10}, {'login': 'z0ph', 'contributions': 6}, {'login': 'christophetd', 'contributions': 3}, {'login': 'p-h-0-x', 'contributions': 2}]",{}
648252953,Infinity-Type-Cafe/ntype-cafe-summer-school,https://github.com/Infinity-Type-Cafe/ntype-cafe-summer-school,HTML,,[],Organization,ntype cafe summer school resources,77,2,2023-06-01T14:42:04Z,2023-07-10T05:44:06Z,"[{'login': 'm4p1e', 'contributions': 111}, {'login': 'choukh', 'contributions': 21}, {'login': 'muqiuhan', 'contributions': 11}, {'login': 'ice1000', 'contributions': 10}, {'login': 'AliasQli', 'contributions': 7}]","{'HTML': 98.80971551117422, 'CSS': 0.9309248311358036, 'Agda': 0.2282019983656054, 'Shell': 0.012236087403548474, 'Makefile': 0.012046252657995951, 'JavaScript': 0.006875319262837017}"
648068417,yihua7/NeRF-Texture,https://github.com/yihua7/NeRF-Texture,C++,,"['nerf', 'texture-synthesis']",User,[SIGGRAPH 2023] Code for NeRF-Texture: Texture Synthesis with Neural Radiance Fields,74,6,2023-06-01T06:22:38Z,2023-07-10T02:27:34Z,"[{'login': 'yihua7', 'contributions': 11}]","{'C++': 51.25445458272152, 'Cuda': 41.34454740987361, 'Python': 5.922540743207887, 'CMake': 1.3133732794419322, 'C': 0.16508398475504335}"
648017538,savannahostrowski/ghost,https://github.com/savannahostrowski/ghost,Go,MIT License,"['ai', 'bubbles', 'bubbletea', 'charmbracelet', 'charmcli', 'cobra', 'cobra-cli', 'developer-tools', 'github-actions', 'go', 'golang', 'lipgloss', 'openai', 'openai-api', 'tui']",User,"Ghost 👻 is an experimental CLI that uses AI to generate GitHub Actions workflows, using OpenAI",74,2,2023-06-01T03:04:14Z,2023-07-07T02:52:09Z,"[{'login': 'savannahostrowski', 'contributions': 65}, {'login': 'Galzzly', 'contributions': 6}, {'login': 'allcontributors[bot]', 'contributions': 2}]","{'Go': 98.7980475899939, 'Dockerfile': 1.2019524100061014}"
648086777,Mustard404/AceofHearts,https://github.com/Mustard404/AceofHearts,Go,,[],User,红桃A(AceofHearts)是一款专为渗透测试人员设计的实用工具，旨在简化渗透测试环境的搭建过程并提供便捷的部署解决方案。,73,11,2023-06-01T07:18:27Z,2023-07-03T07:14:51Z,"[{'login': 'Mustard404', 'contributions': 21}]",{'Go': 100.0}
648167534,XinyuanLiao/PaperPolishing,https://github.com/XinyuanLiao/PaperPolishing,Python,Apache License 2.0,"['chatgpt3', 'gui-application', 'tkinter-python']",User,基于ChatGPT的中文到英文、英文到英文的论文润色工具。一个简单调用ChatGPT接口的模板项目，可供学习和使用。,62,0,2023-06-01T11:04:17Z,2023-07-02T08:53:34Z,"[{'login': 'XinyuanLiao', 'contributions': 41}]",{'Python': 100.0}
648145432,lhao499/blockwise-parallel-transformer,https://github.com/lhao499/blockwise-parallel-transformer,Python,Apache License 2.0,"['large-language-models', 'long-context', 'memory-efficient', 'transformers']",User,Blockwise Parallel Transformer for Long Context Large Models,60,4,2023-06-01T10:02:00Z,2023-07-09T03:28:48Z,"[{'login': 'lhao499', 'contributions': 6}]","{'Python': 97.83396046367885, 'Shell': 2.1660395363211484}"
647996146,RUC-GSAI/YuLan-Rec,https://github.com/RUC-GSAI/YuLan-Rec,Python,MIT License,[],Organization,,59,1,2023-06-01T01:34:03Z,2023-07-08T14:08:34Z,"[{'login': 'Paitesanshi', 'contributions': 9}, {'login': 'gearsuccess', 'contributions': 6}]","{'Python': 98.54696914296616, 'CSS': 1.4530308570338457}"
648255517,Malayke/CVE-2023-33246_RocketMQ_RCE_EXPLOIT,https://github.com/Malayke/CVE-2023-33246_RocketMQ_RCE_EXPLOIT,Python,Apache License 2.0,"['cve-2023-33246', 'rce-exploit', 'rocketmq']",User,CVE-2023-33246 RocketMQ RCE Detect By Version and Exploit,57,13,2023-06-01T14:48:26Z,2023-07-10T00:57:03Z,"[{'login': 'Malayke', 'contributions': 44}]",{'Python': 100.0}
647977594,remyxai/FFMPerative,https://github.com/remyxai/FFMPerative,Python,MIT License,"['agents', 'artificial-intelligence', 'automatic-video-editing', 'chat', 'computer-vision', 'ffmpeg', 'llm', 'machine-learning', 'no-code', 'video-automation', 'video-editing', 'video-processing']",Organization,Chat to Process Video,57,1,2023-06-01T00:08:54Z,2023-07-10T03:16:16Z,"[{'login': 'smellslikeml', 'contributions': 117}]","{'Python': 93.04112459617568, 'Shell': 4.479175761809133, 'Dockerfile': 2.395296719927821, 'Makefile': 0.08440292208737157}"
648016019,hsing-wang/Awesome-LLM-MT,https://github.com/hsing-wang/Awesome-LLM-MT,,,[],User,,56,1,2023-06-01T02:57:53Z,2023-07-07T20:06:18Z,"[{'login': 'hsing-wang', 'contributions': 42}, {'login': 'zwhe99', 'contributions': 1}]",{}
648069864,SuperZero/CVE-2023-33246,https://github.com/SuperZero/CVE-2023-33246,,,[],User,Apache RocketMQ 远程代码执行漏洞(CVE-2023-33246) Exploit,55,24,2023-06-01T06:27:09Z,2023-07-09T21:09:49Z,"[{'login': 'Le1a', 'contributions': 7}]",{}
648233750,ckczzj/ShiftDDPMs,https://github.com/ckczzj/ShiftDDPMs,Python,,['diffusion-models'],User,Official PyTorch implementation of ShiftDDPMs (AAAI 2023),54,0,2023-06-01T13:54:59Z,2023-06-17T08:30:06Z,"[{'login': 'No contributors', 'contributions': 0}]","{'Python': 85.60071027886517, 'Cuda': 9.978023913210967, 'C++': 4.421265807923866}"
648270554,gehrisandro/tailwind-merge-php,https://github.com/gehrisandro/tailwind-merge-php,PHP,MIT License,[],User,Automatically resolves Tailwind CSS class conflicts in PHP,52,0,2023-06-01T15:25:11Z,2023-07-05T10:41:43Z,"[{'login': 'gehrisandro', 'contributions': 10}]",{'PHP': 100.0}
648106021,htphongx4/vue3-ts-vite-boilerplate,https://github.com/htphongx4/vue3-ts-vite-boilerplate,Vue,,"['docker', 'pinia', 'tailwindcss', 'typescript', 'vite', 'vue-query', 'vue3']",User,"Vue 3 Boilerplate - TypeScript, Tailwind CSS, Vite, Pinia, Vue Query, Docker, Vite Pages and DummyJSON",52,32,2023-06-01T08:13:44Z,2023-06-25T12:43:11Z,"[{'login': 'phonghtx4', 'contributions': 12}, {'login': 'htphongx4', 'contributions': 9}]","{'Vue': 59.06026513639747, 'TypeScript': 23.684295684252536, 'MDX': 5.885208236702731, 'JavaScript': 4.713775658795992, 'SCSS': 3.932820606858166, 'Makefile': 1.3202886513424015, 'Dockerfile': 0.7604603751604517, 'HTML': 0.42068020753556906, 'Shell': 0.15856407822494525, 'CSS': 0.06364136472973993}"
648031701,ivansaul/codigo_facilito_downloader,https://github.com/ivansaul/codigo_facilito_downloader,Python,,"['codigofacilito', 'downloader', 'python', 'script', 'selenium', 'selenium-python']",User,Descarga automatizada de Codigo Facilito,51,32,2023-06-01T04:04:00Z,2023-07-04T15:43:35Z,"[{'login': 'ivansaul', 'contributions': 37}]","{'Python': 98.00432396474305, 'Shell': 1.9956760352569431}"
648314963,snap-research/SnapFusion,https://github.com/snap-research/SnapFusion,HTML,,[],Organization,,46,2,2023-06-01T17:26:55Z,2023-07-09T07:17:56Z,"[{'login': 'liyy201912', 'contributions': 3}, {'login': 'alanspike', 'contributions': 3}]","{'HTML': 61.0454732792966, 'CSS': 30.91770847643907, 'JavaScript': 8.036818244264323}"
648090415,PromtEngineer/Anki_FlashCard_Generator,https://github.com/PromtEngineer/Anki_FlashCard_Generator,Python,Apache License 2.0,[],User,Automatically generate Anki Flashcards from your PDF files with LLM (ChatGPT in this case)  to help you study. ,46,14,2023-06-01T07:28:30Z,2023-07-06T01:45:52Z,"[{'login': 'PromtEngineer', 'contributions': 5}]",{'Python': 100.0}
648075625,talhasultan-dev/mobile_banking_ui,https://github.com/talhasultan-dev/mobile_banking_ui,Dart,,[],Organization,A Mobile Banking App Ui,44,18,2023-06-01T06:45:47Z,2023-07-05T17:54:42Z,"[{'login': 'muhammadtalhasultan', 'contributions': 5}]","{'Dart': 98.33579130496216, 'HTML': 0.814663051829349, 'Ruby': 0.5983026749207415, 'Swift': 0.17838692300219894, 'Kotlin': 0.05607707728039422, 'Objective-C': 0.016778968005157324}"
648260283,sxzz/unplugin-macros,https://github.com/sxzz/unplugin-macros,TypeScript,MIT License,[],User,Macros plugin for bundlers.,44,0,2023-06-01T14:59:57Z,2023-06-13T04:39:42Z,"[{'login': 'sxzz', 'contributions': 27}]","{'TypeScript': 98.71544901938296, 'JavaScript': 1.2845509806170432}"
648208448,Shopify/ruby-definitions,https://github.com/Shopify/ruby-definitions,Ruby,MIT License,['ruby'],Organization,"Definitions to build the Ruby we use at Shopify in development, testing, and production.",44,0,2023-06-01T12:54:04Z,2023-07-03T11:25:47Z,"[{'login': 'peterzhu2118', 'contributions': 19}, {'login': 'byroot', 'contributions': 3}, {'login': 'casperisfine', 'contributions': 3}, {'login': 'rafaelfranca', 'contributions': 3}, {'login': 'rwstauner', 'contributions': 2}]",{'Ruby': 100.0}
648351143,hackclub/putting-the-you-in-cpu,https://github.com/hackclub/putting-the-you-in-cpu,JavaScript,,[],Organization,A deep dive into how software runs in the real world.,41,0,2023-06-01T19:14:39Z,2023-07-05T23:07:32Z,"[{'login': 'kognise', 'contributions': 17}]",{'JavaScript': 100.0}
648351990,francisjervis/Flask-Langchain,https://github.com/francisjervis/Flask-Langchain,Python,MIT License,[],User,A Flask extension to manage Langchain chat memory and document stores in Flaask apps.,39,0,2023-06-01T19:17:25Z,2023-07-03T06:40:03Z,"[{'login': 'francisjervis', 'contributions': 15}]",{'Python': 100.0}
648088463,arvindpndit/JavaScript,https://github.com/arvindpndit/JavaScript,JavaScript,,[],User,Fundamentals to Advanced Concepts 🚀,39,11,2023-06-01T07:23:11Z,2023-07-08T09:32:18Z,"[{'login': 'arvindpndit', 'contributions': 35}, {'login': 'AyonSurin', 'contributions': 1}]",{'JavaScript': 100.0}
648243990,satadriver/myLittleBear,https://github.com/satadriver/myLittleBear,C++,Apache License 2.0,[],User,myLittleBear,38,24,2023-06-01T14:19:52Z,2023-06-28T03:40:18Z,"[{'login': 'satadriver', 'contributions': 24}]","{'C++': 54.85584698878115, 'C': 45.112044713872756, 'Pascal': 0.03210829734609094}"
648112941,chengxs1994/ChatGPT-SDImg-Web,https://github.com/chengxs1994/ChatGPT-SDImg-Web,TypeScript,Other,[],User,基于ChatGPT-Next-Web，集成SD webui AI绘图，实现注册登录，次数限制，充值，分享等功能,38,10,2023-06-01T08:32:35Z,2023-07-10T06:40:39Z,"[{'login': 'Yidadaa', 'contributions': 604}, {'login': 'actions-user', 'contributions': 35}, {'login': 'leedom92', 'contributions': 24}, {'login': 'yanCode', 'contributions': 19}, {'login': 'AprilNEA', 'contributions': 16}]","{'TypeScript': 81.59800162889096, 'SCSS': 16.460489461870047, 'JavaScript': 0.9877634532488428, 'Shell': 0.5708567569178205, 'Dockerfile': 0.38288869907232675}"
648295490,Scheneider200/Proxy-Checker-and-Grabber-Software,https://github.com/Scheneider200/Proxy-Checker-and-Grabber-Software,,,"['proxy-addr', 'proxy-check', 'proxy-checker', 'proxy-checker-free', 'proxy-checker-github', 'proxy-checking', 'proxy-grabbed', 'proxy-grabber', 'proxy-scrap', 'proxy-scraper', 'proxy-scrapers', 'proxy-scrapper', 'proxy-scrappers', 'proxy-tool', 'proxy-tools']",User,,37,0,2023-06-01T16:31:49Z,2023-07-08T17:49:47Z,"[{'login': 'Scheneider200', 'contributions': 2}]",{}
648266667,AUSG/ausgcon,https://github.com/AUSG/ausgcon,TypeScript,,[],Organization,아우쓱콘(AUSGCON) 발표 자료 모음,37,1,2023-06-01T15:15:40Z,2023-06-27T03:03:44Z,"[{'login': 'naru200', 'contributions': 5}, {'login': 'mokhs00', 'contributions': 5}, {'login': 'roeniss', 'contributions': 4}, {'login': 'umi0410', 'contributions': 1}, {'login': 'Me1e', 'contributions': 1}]",{'TypeScript': 100.0}
648296572,Scheneider200/Telegram-Parser-Inviter-Spamer-Software,https://github.com/Scheneider200/Telegram-Parser-Inviter-Spamer-Software,,,"['telegram-add-group', 'telegram-add-members', 'telegram-adder', 'telegram-adder-tool', 'telegram-adding-script', 'telegram-adding-tool', 'telegram-invite', 'telegram-invite-spam-parser', 'telegram-inviter', 'telegram-parse', 'telegram-parser', 'telegram-spam', 'telegram-spam-bot', 'telegram-spammer', 'telegram-spammer-bot', 'telegram-spammer-tool', 'telegram-spamming-tool', 'tg-addr', 'tg-scraper', 'tg-scrapper-bot']",User,,37,0,2023-06-01T16:34:45Z,2023-07-08T17:49:48Z,"[{'login': 'Scheneider200', 'contributions': 2}]",{}
648269752,CAST-Robotics/ICRA-2023-review,https://github.com/CAST-Robotics/ICRA-2023-review,Python,MIT License,"['icra2023', 'robotics']",Organization,"A review of papers presented at ICRA 2023, showcases the latest research and innovations in the field of robotics and automation.",36,4,2023-06-01T15:23:07Z,2023-07-07T09:12:25Z,"[{'login': 'amirhosein-vedadi', 'contributions': 11}, {'login': 'surenahumanoid', 'contributions': 1}]",{'Python': 100.0}
648182900,ERLANRAHMAT/BETABOTZ-MD2,https://github.com/ERLANRAHMAT/BETABOTZ-MD2,JavaScript,MIT License,[],User,Free Script Bot Whatsapp Using My Rest Api 🔥 Dont Forget To Star 🚀,36,35,2023-06-01T11:46:20Z,2023-07-09T07:34:56Z,"[{'login': 'ERLANRAHMAT', 'contributions': 92}, {'login': 'Naylahnf', 'contributions': 30}, {'login': 'Kasanstore7', 'contributions': 7}]","{'JavaScript': 91.49053273528985, 'Python': 8.27033421690253, 'HTML': 0.1180482188383701, 'Nix': 0.04909186378273054, 'Dockerfile': 0.03719847410340923, 'Shell': 0.0291008470877011, 'Procfile': 0.003922288085733626, 'CSS': 0.0017713559096861537}"
648400002,pieces-app/obsidian-pieces,https://github.com/pieces-app/obsidian-pieces,JavaScript,MIT License,"['ai', 'obsidian-md', 'obsidian-plugin', 'snippets-manager']",Organization,Pieces' powerful extension for Obsidian-MD that allows users to access their code snippets directly within the Obsidian workspace,35,1,2023-06-01T22:14:36Z,2023-07-05T19:14:53Z,"[{'login': 'randy-at-pieces', 'contributions': 19}, {'login': 'nathan-courtney-pieces', 'contributions': 14}, {'login': 'mason-at-pieces', 'contributions': 5}, {'login': 'tsavo-at-pieces', 'contributions': 1}]","{'JavaScript': 99.11991821970591, 'CSS': 0.8800817802940946}"
648270783,pikpikcu/js-finding,https://github.com/pikpikcu/js-finding,Python,,"['bugbounty', 'recon']",User,JS Finding can be used to extract JavaScript (JS) files from either a single domain URL or a list of domains. The tool supports various extraction methods and provides additional options for file download and wordlists creation.,34,7,2023-06-01T15:25:44Z,2023-07-02T11:05:08Z,"[{'login': 'pikpikcu', 'contributions': 14}, {'login': 'ImgBotApp', 'contributions': 1}, {'login': 'xcapri', 'contributions': 1}]",{'Python': 100.0}
648148170,lemosbor/lapa,https://github.com/lemosbor/lapa,,,"['ergonomic-keyboard', 'keyboard', 'mouse', 'split-keyboard']",User,Эргономичная раздельная клавиатура-мышь «Лапа»,33,1,2023-06-01T10:09:32Z,2023-07-01T10:39:52Z,"[{'login': 'lemosbor', 'contributions': 41}]",{}
648391719,Birch-san/llama-play,https://github.com/Birch-san/llama-play,Python,MIT License,[],User,"Command-line script for inferencing from models such as LLaMA, in a chat scenario, with LoRA adaptations",32,2,2023-06-01T21:38:19Z,2023-06-27T04:55:29Z,"[{'login': 'Birch-san', 'contributions': 3}]",{'Python': 100.0}
648287059,antfu/vite-plugin-prebundle,https://github.com/antfu/vite-plugin-prebundle,TypeScript,MIT License,[],User,,32,3,2023-06-01T16:09:04Z,2023-06-23T05:14:38Z,"[{'login': 'antfu', 'contributions': 18}]","{'TypeScript': 93.62052526653376, 'HTML': 4.3772211146745255, 'Vue': 2.002253618791714}"
648414612,trpc/use-client-stream-hydration,https://github.com/trpc/use-client-stream-hydration,TypeScript,,[],Organization,"Streamed hydration with ""use client""-components",31,0,2023-06-01T23:24:42Z,2023-07-04T11:39:21Z,"[{'login': 'KATT', 'contributions': 27}]","{'TypeScript': 97.19792678976353, 'JavaScript': 2.8020732102364754}"
648006283,Le1a/CVE-2023-33246,https://github.com/Le1a/CVE-2023-33246,,,[],User,Apache RocketMQ 远程代码执行漏洞(CVE-2023-33246) Exploit,30,4,2023-06-01T02:17:20Z,2023-07-10T07:16:36Z,"[{'login': 'Le1a', 'contributions': 15}]",{}
648271018,ChatGPTUp/Auto-GPT,https://github.com/ChatGPTUp/Auto-GPT,Python,MIT License,[],Organization,,29,8,2023-06-01T15:26:19Z,2023-07-08T11:31:57Z,"[{'login': 'Torantulino', 'contributions': 370}, {'login': 'richbeales', 'contributions': 241}, {'login': 'BillSchumacher', 'contributions': 151}, {'login': 'merwanehamadi', 'contributions': 77}, {'login': 'Pwuts', 'contributions': 48}]","{'Python': 99.29625193077578, 'Dockerfile': 0.289616366674022, 'JavaScript': 0.15840242095640386, 'Shell': 0.15091573936891214, 'Batchfile': 0.10481354222488415}"
648260080,jankozik/parallax-wallpaper,https://github.com/jankozik/parallax-wallpaper,C,MIT License,"['animated-wallpaper', 'customization', 'linux', 'live-wallpaper', 'macos', 'parallax-scrolling', 'wallpaper', 'windows']",User,Multi-platform parallax wallpaper engine,28,0,2023-06-01T14:59:26Z,2023-06-30T09:54:37Z,"[{'login': 'jankozik', 'contributions': 188}]","{'C': 70.37657838864678, 'CMake': 15.119007710358702, 'Batchfile': 10.355905687786345, 'AppleScript': 2.410883897642195, 'Shell': 1.737624315565985}"
648292258,jankozik/mobile-face,https://github.com/jankozik/mobile-face,Python,MIT License,"['artificial-intelligence', 'deep-learning', 'face-attributes', 'face-detection', 'face-generation', 'face-landmark', 'face-makeup', 'face-pose', 'face-recognition', 'machine-learning', 'mobilenet', 'pytorch']",User,A face recognition solution on mobile device.,28,0,2023-06-01T16:23:09Z,2023-06-30T09:54:37Z,"[{'login': 'jankozik', 'contributions': 70}]","{'Python': 99.9844080001134, 'Shell': 0.015591999886603638}"
648192785,InvincibleWyq/ChatVID,https://github.com/InvincibleWyq/ChatVID,Python,MIT License,[],User,Chat about anything on any video!,28,0,2023-06-01T12:13:03Z,2023-07-08T03:04:44Z,"[{'login': 'Go2Heart', 'contributions': 119}, {'login': 'InvincibleWyq', 'contributions': 9}]","{'Python': 54.971050870476944, 'Jupyter Notebook': 44.69860856350453, 'Shell': 0.16607330145514035, 'JavaScript': 0.08201870266131028, 'HTML': 0.06295680419473412, 'CSS': 0.014957269167141162, 'Dockerfile': 0.0043344885402033665}"
647999672,zhangyi-3/UCDIR,https://github.com/zhangyi-3/UCDIR,,MIT License,"['diffusion-models', 'image-generation', 'image-restoration']",User,A Unified Conditional Framework for Diffusion-based Image Restoration,27,0,2023-06-01T01:49:50Z,2023-07-05T05:25:10Z,"[{'login': 'zhangyi-3', 'contributions': 2}]",{}
648253885,Nuno-Jesus/Make-A-Make,https://github.com/Nuno-Jesus/Make-A-Make,C,,"['42', '42born2code', '42cursus', '42porto', '42projects', '42school', 'c', 'compilation', 'makefile', 'makefile-syntax']",User,Clear the fog around Makefiles with this Makefile tutorial and enhance your knowledge with advanced tips and concepts.,27,2,2023-06-01T14:44:23Z,2023-07-07T10:22:29Z,"[{'login': 'Nuno-Jesus', 'contributions': 58}, {'login': 'mjy9088', 'contributions': 1}]","{'C': 92.32632627244098, 'Makefile': 7.673673727559013}"
